,credits,catalog_id,prereqs,coreqs,fees,attributes,description,program_code,program_name,YEAR,SEMESTER,term,CatalogYear,Title
1022,3 Credits,SL 0439,,,,,"This course is designed for pre- and in-service World Language teachers seeking the Elementary World Languages cross-endorsement. Candidates will gain an understanding of current theory and methods of teaching foreign languages in the elementary school (FLES) grades K-6. They will examine similarities and differences between FLES program models and develop and understand of the issues related to program development. Topics will include the selection of developmentally appropriate strategies and materials for elementary foreign language teaching, lesson planning and curriculum development, and use of technology-assisted instruction. Candidates will develop their ability to integrate the ACTFL and CT World Languages Standards into FLES instructional program development and lesson planning.",SL,TESOL and Bilingual Education,2017.0,Summer,Summer2017,2016_2017,Methods of Foreign Language Teaching for Elementary School
1023,3 Credits,SL 0441,,,,,"This course explores and addresses the multifaceted aspects of multicultural education with the aim of engaging in a teaching-learning process where participants explore their commitment to the well-being and learning of all students; develop a deep understanding of the needs of all students; develop strategies to promote caring, justice, and equity in teaching; learn to respect linguistic, racial, ethnic, gender, and cultural diversity; investigate how students construct knowledge; demonstrate an understanding of the relationship between students' daily life experiences and education; and critiquesystematic processes of discrimination that marginalize and silence various groups of students. Crosslisted with ",SL,TESOL and Bilingual Education,2016.0,Fall,Fall2016,2016_2017,Teaching and Learning within Multicultural Contexts of Education
1024,3 Credits,SL 0451,SL 0423 or SL 0467; SL 0436.,,,,"Designed for ESL and bilingual teachers, this course explores teaching strategies that enable the English language learner to understand the discourse of content subjects. Topics include strategies to develop academic language, oral presentation skills, content specific syntax and grammar, and writing. Participants will examine textbooks and develop materials that infuse content-area language into the ESL program. Procedures for assessing student progress in content area language development will be discussed.",SL,TESOL and Bilingual Education,2017.0,Spring,Spring2017,2016_2017,Infusing Content Language Instruction into TESOL/Bilingual Programs
1025,3 Credits,SL 0467,,,,,"This course introduces the core hypotheses of current theory on language acquisition. Participants learn to recognize fundamental patterns of social and cultural contexts that facilitate language acquisition, build upon the processes and stages of language acquisition and literacy to provide comprehensible input, facilitate communicative competence and evaluate teaching and learning strategies across ability levels and within discipline-specific content areas. Approved for the Elementary Foreign Language cross-endorsement.",SL,TESOL and Bilingual Education,2017.0,Spring,Spring2017,2016_2017,Language Acquisition
1026,3 Credits,SL 0475,,,,,"This course examines variability in language use according to region, race or ethnic background, gender, and personality with the goal of developing sensitivity to variation in one's own language and that of others, and examining language variation using the methods and insights of contemporary linguistics.",SL,TESOL and Bilingual Education,2017.0,Spring,Spring2017,2016_2017,Sociolinguistics
1027,3 Credits,SL 0477,,,,,"Designed for second language and bilingual teachers, this course treats culture and language as interdependent phenomena, exploring the basic concepts, research, and principles applicable to culture and language learning with an emphasis on the practical application of these concepts to the language classroom. Participants also gain an enhanced awareness of their assumptions regarding their own and other cultures, and an understanding of how these assumptions influence language teaching and learning.",SL,TESOL and Bilingual Education,2017.0,Summer,Summer2017,2016_2017,Culture and Second Language Acquisition
1028,3 Credits,SL 0522,,,,,"This course is designed to prepared teachers of early childhood education (Pre-K to 3) to work effectively with culturally diverse children who are learning English as an additional language in pre-school and school contexts. The course focus is on first and second language development in the young child with implications for emergent literacy teaching and learning. Culture and childrearing practices, their impact on schooling, and strategies to build successful partnerships with families and communities will also be discussed.",SL,TESOL and Bilingual Education,2017.0,Summer,Summer2017,2016_2017,Emergent Literacy in Bilingual Early Childhood Education
1029,3 Credits,SL 0527,SL 0423 or SL 0467; SL 0436.,,,,"Designed for TESOL and bilingual teachers, this course provides an overview of formal and authentic techniques for assessing second language and bilingual proficiency. Participants evaluate standardized instruments currently in use; analyze techniques for assessing factors relevant to second language and bilingual proficiency such as academic achievement, language aptitude, and competence in reading, writing, speaking, and listening; and discuss controversial issues affecting languageassessment.",SL,TESOL and Bilingual Education,2016.0,Fall,Fall2016,2016_2017,Testing and Assessment in TESOL and Bilingual Programs
1030,3 Credits,SL 0528,,,,,"This course familiarizes foreign/second language and bilingual teachers with the theory underlying the development of second language curricula. The course emphasizes devising curricula in accordance with the needs of learners and presents strategies for analyzing needs, developing curricula that focus on communication, and evaluating and choosing appropriate materials and assessment instruments.",SL,TESOL and Bilingual Education,2017.0,Spring,Spring2017,2016_2017,Second Language Curriculum Development
1031,3 Credits,SL 0530,,,,,"Using a train-the-trainer model, this course develops literacy leadership skills to train others and develops understanding of foundational reading concepts and strategies to better prepare prek-12 teachers to teach EL students how to read. This course is designed for candidates to learn about the developmental learning needs of culturally and linguistically diverse students, exceptional learners, and bilingual students with special needs, as well as working in collaborative data teams. Candidates will explore the similarities and differences between bilingual/TESOL students and students with-special-needs with a focus on reading skills development (e.g. phonology, orthography, morphology, syntax, semantics, etc.) Candidates will learn about instructional strategies that all teachers can use in their classroom to support reading development for all students. Crosslisted with ",SL,TESOL and Bilingual Education,2017.0,Spring,Spring2017,2016_2017,Language and Reading Acquisition for English Language Learners and Students with Special Needs
1032,3 Credits,SL 0582,,,,,"Candidates take this weekly seminar concurrently with student teaching or DSAP: Part I. The seminar focuses on the issues and problems faced by student teachers and on the culture and organization of the schools. Although much of the seminar's subject matter flows from the on-going student teaching experience, it address issues such as school governance, school and district organizational patterns in TESOL and bilingual programs, classroom management, conflict resolution, communication with parents, and sensitivity to multicultural issues and inclusion, as well as the job application process, including resume writing, interviewing, and the development of professional and teaching portfolios.",SL,TESOL and Bilingual Education,2016.0,Fall,Fall2016,2016_2017,TESOL/Bilingual Student Teaching and DSAP I Seminar
1033,3 Credits,SL 0590,,,,,"Candidates solve a practical problem in classroom teaching, applying educational research to a specific ESL/bilingual school situation.",SL,TESOL and Bilingual Education,2016.0,Fall,Fall2016,2016_2017,Sixth Year Certificate Advanced Research Practicum in TESOL/Bilingual Education
1034,3 Credits,SO 0011,,,,,"This introduction to sociology provides students with a sense of sociology's orientation; its particular way of looking at human behavior in the context of people's interaction with each other. The course emphasizes the kinds of questions sociology asks, the methods it uses to search for answers, and how it applies the answers to problems of people's everyday lives and issues of social policy.",SO,Sociology,2016.0,Fall,Fall2016,2016_2017,Introduction to Sociology
1035,3 Credits,SO 0112,,,,"ASGW American Studies: Gateway, ASSO American Studies: Sociology, UDIV U.S. Diversity","This course analyzes the dominant ideology and values that have shaped American culture -- namely the Protestant ethic -- and how and why these values are changing. The course also analyzes major institutional trends that have transformed and continue to transform America and the modern world - bureaucratization, industrialization, urbanization, the rise of the business corporation, science, and technology - and the effects of these institutions in producing new personality types, mass society, and rapid social change. The course provides a macro-sociological framework.",SO,Sociology,2017.0,Spring,Spring2017,2016_2017,American Society
1036,3 Credits,SO 0142,,,,"ASSO American Studies: Sociology, WSGC Women, Gender, and Sexuality Studies: Gender Component","The family is a basic social institution of all societies. This course, which examines family systems as they exist in other cultures and in times past, focuses on understanding the contemporary American family system. Students consider American patterns of dating, mate selection, sexual behavior, marriage, parenting, and aging, as well as alternative life styles and family instability.",SO,Sociology,2017.0,Spring,Spring2017,2016_2017,Sociology of the Family
1037,3 Credits,SO 0144,,,,"ASSO American Studies: Sociology, WSGF Women, Gender, and Sexuality Studies: Gender Focused","This course explores the social construction of human sexual behavior, examining the influence of social institutions on sexuality, social responses to variations in behaviors, and the organization of sexual identities.",SO,Sociology,2016.0,Fall,Fall2016,2016_2017,Sociology of Sexuality
1038,3 Credits,SO 0161,,,,"ASGW American Studies: Gateway, ASSO American Studies: Sociology, EDCG Educational Studies Cognate, EDDV Educational Studies Diversity, PJST Peace and Justice Studies, UDIV U.S. Diversity","This course examines the roots and structure of class in the United States and the consequences of this hierarchical arrangement on everyday life. It focuses primarily on social class; however, the dynamics and consequences of social class cannot be fully understood without addressing the complex interconnections between class, race, and gender.",SO,Sociology,2016.0,Fall,Fall2016,2016_2017,American Class Structure
1039,3 Credits,SO 0162,,,,"ASGW American Studies: Gateway, ASSO American Studies: Sociology, BSCC Black Studies Component Course, BSSS Black Studies: Social and Behavioral Sciences, EDCG Educational Studies Cognate, EDDV Educational Studies Diversity, PJST Peace and Justice Studies, UDIV U.S. Diversity, WSGC Women, Gender, and Sexuality Studies: Gender Component","This course analyses sociological and social psychological dimensions of race relations, ethnic interaction, and the changing role and status of women. It focuses on the American scene but also examines problems of women and minorities in other parts of the world and their importance for world politics. It also considers what sociologists and social psychologists have learned about improving dominant/minority relations.",SO,Sociology,2016.0,Fall,Fall2016,2016_2017,"Race, Gender, and Ethnic Relations"
1040,3 Credits,SO 0165,,,,"ASSO American Studies: Sociology, BSFC Black Studies Focus Course, BSSS Black Studies: Social and Behavioral Sciences, EDCG Educational Studies Cognate, PJST Peace and Justice Studies, UDIV U.S. Diversity","The geography of cities is in constant flux. People move in and out, businesses open and close, city government institutes social policy in response to existing changes in different communities. Many of the changes in cities have been influenced by racial-ethnic and economic dynamics. In this course we will examine the ways race has shaped our perceptions of and responses to community. Why are urban areas ""racialized""? Why does talk of the underclass imply black Americans and Latinos? We will focus primarily on black Americans, but will also consider white ethnic groups and other ethnic groups in discussion. In our examinations we will focus on case studies of urbanization and race such as post-Katrina New Orleans, southern migration to Chicago, and Bridgeport.",SO,Sociology,2016.0,Fall,Fall2016,2016_2017,"Race, Cities, and Poverty"
1041,3 Credits,SO 0166,,,,"ASGW American Studies: Gateway, ASSO American Studies: Sociology, PJST Peace and Justice Studies, WSGF Women, Gender, and Sexuality Studies: Gender Focused","This course provides an introduction to the study of gender through a feminist lens. The central themes of the course are the changes and continuities of gender roles within the United States, the social processes that influence our gender identities, and the connections between gender, power, and inequality. The course addresses the ways in which the media, popular culture, work, and schools have been pivotal sites for the creation and maintenance of gender performances, and explores sites of resistance in art and activism. The course pays special attention to the ways in which race, class, and sexualities intersect processes of gender relations and social change.",SO,Sociology,2017.0,Spring,Spring2017,2016_2017,"Feminism, Gender, and Everyday Life"
1042,3 Credits,SO 0169,,,,"ASSO American Studies: Sociology, PJST Peace and Justice Studies, UDIV U.S. Diversity, WSGF Women, Gender, and Sexuality Studies: Gender Focused","Sex and gender stratification exists in most areas of everyday life throughout American society. This course concentrates on women in the workplace and in sport. It analyzes women's occupational status and the accompanying roles from the colonial period to the present from a variety of theoretical perspectives. Since sport is a microcosm of society, the course treats the perceptions and experiences of female athletes in 20th-century America as a mirror of the inequality within the larger world.",SO,Sociology,2017.0,Spring,Spring2017,2016_2017,Women: Work and Sport
1043,3 Credits,SO 0171,,,,ASSO American Studies: Sociology,"This course examines crime rates and crime trends in the U.S. Theories of criminal behavior are critically analyzed. It also explores victimless crime, white collar crime and organized crime. Societal responses to crime and criminals are addressed.",SO,Sociology,2016.0,Fall,Fall2016,2016_2017,Criminology
1044,3 Credits,SO 0175,,,,ASSO American Studies: Sociology,"Based in the relationship of law and society, this course explores the meaning of law, civil disobedience, and other challenges, and law as an agent of social change. It takes as its major theme legal equality versus social inequality and analyzes this theme in terms of discrimination against the poor, women, and various racial groups. Students discuss the role of lawyers, the police, and the courts in American society in the second half of the semester.",SO,Sociology,2017.0,Spring,Spring2017,2016_2017,Sociology of Law
1045,3 Credits,SO 0179,,,,"ASSO American Studies: Sociology, PJST Peace and Justice Studies","This course is an in-depth analysis of capital punishment. The history of the death penalty and its contemporary status in the U.S. is explored. Public opinion and the decisions of the courts, prosecutors, and juries are addressed. Some of the questions raised include the following: Is the death penalty a deterrent? Is it racially biased? Does it victimize the poor? Are the innocent ever convicted and executed? What sociological factors influence clemency decisions? How is the U.S. position on the death penalty perceived by the international community?",SO,Sociology,2016.0,Fall,Fall2016,2016_2017,Death Penalty in America
1046,3 Credits,SO 0189,,,,,"This course introduces the basic political, economic, and sociological elements of contemporary Europe. It begins with an overview of historical events that have shaped the region. While examining the region as a whole, this course also emphasizes the political, socioeconomic and more recent cultural diversity that characterizes the European continent. Topics include political developments and regional integration such as the creation of the European Union, geopolitical dilemmas, popular culture, migration, social change, public policies, inequality and secularization. A comparative macro-sociological framework will be used to discuss differences and similarities with contemporary American society.",SO,Sociology,2017.0,Spring,Spring2017,2016_2017,Sociology of Europe
1047,3 Credits,SO 0192,,,,HSSS Health Studies: Social Science,"This overview of the social work profession emphasizes the knowledge base, theories, values, and skills that underlie generalist social work practice with individuals, groups, families, and communities. Students consider a range of social problems and social policy concerns as well as the impact of these issues on diverse client populations. The course also conducts a related exploration of the role of the social worker in agency settings and the various fields of practice.",SO,Sociology,2016.0,Fall,Fall2016,2016_2017,Social Work: An Introduction
1048,3 Credits,SO 0194,,,,"BSFC Black Studies Focus Course, BSSS Black Studies: Social and Behavioral Sciences, EDCG Educational Studies Cognate, EDDV Educational Studies Diversity, UDIV U.S. Diversity","This course introduces students to sociological perspectives on education. We will focus on the structure, practices, content, and outcomes of schooling in contemporary society. Throughout the semester, we address three fundamental questions. What are the primary goals of American education? Why are there systematic patterns of race, class, and gender inequality in education? How can we use the sociological lens to understand, contextualize, and alleviate educational problems in the real world? Drawing upon readings dealing primarily with American education, we discuss how educational experiences influence important life outcomes including lifetime earnings, health status, and interaction with the criminal justice system.",SO,Sociology,2017.0,Spring,Spring2017,2016_2017,Sociology of Education
1049,4 Credits,SO 0221,SO 0011.,,,EVAP Environmental Studies: Applied Professional Skills,"This course provides a basic introduction to the role of statistical analysis in understanding social and political data, with an emphasis on actual data analysis using the University's computer facilities. It uses an extensive social and political data archive including 2000 Census data, political polls, and national survey data for computer analysis.",SO,Sociology,2016.0,Fall,Fall2016,2016_2017,Statistics: Social and Political Data Analysis
1050,4 Credits,SO 0222,SO 0011.,,,"ASSO American Studies: Sociology, EVAP Environmental Studies: Applied Professional Skills","This course examines the nature and function of scientific methods as applied to the field of sociology, emphasizing survey research design and secondary analysis of existing data. Student teams design and conduct research projects as part of the course assignments.",SO,Sociology,2017.0,Spring,Spring2017,2016_2017,Methods of Research Design
1051,3 Credits,SO 0228,SO 0011.,,,,"This course in sociological theory concentrates on the writings of Smith, Marx, Durkheim, and Weber, placing their theories in the context of the social, economic, political, and intellectual turmoil of the late 18th and early 19th centuries. The course includes a focus on the development of sociology as a discipline in the early 20th century and the enduring concerns of the perspective to analyze ""modern"" industrialized societies.",SO,Sociology,2016.0,Fall,Fall2016,2016_2017,Classical Social Theory
1052,3 Credits,SO 0229,SO 0011.,,,,"This course focuses on contemporary American and European sociology and its development after 1945, examining critical social theory, structural functionalism, symbolic interactionism, ethnomethodology, feminism, world systems theory and post modernism. Contemporary application is a central concern in the course.",SO,Sociology,2017.0,Spring,Spring2017,2016_2017,Contemporary Social Theory
1053,3 Credits,SO 0279,,,,"ASUP American Studies Upper Level, PJST Peace and Justice Studies","This seminar explores in detail the workings and problems of the criminal justice system in the United States. In addition to investigating the sources of criminal behavior, the course focuses on the arraignment process, probation, the trial, sentencing, prison reform, and parole.",SO,Sociology,2017.0,Winter,Winter2017,2016_2017,Criminal Justice System Seminar
1054,3 Credits,SP 0110,,,,,"Designed for students with no prior experience with Spanish or whose placement scores are in the range for this course level. This course, the first in a two-semester sequence, teaches the essentials of pronunciation, structure, and usage, allowing students to acquire the skills of listening, speaking, reading, and writing. Language cultures are explored through a variety of media. Students attend three classes per week and do mandatory online work determined by the instructor.",SP,Spanish,2016.0,Fall,Fall2016,2016_2017,Elementary Spanish I
1055,3 Credits,SP 0111,SP 0110.,,,,"This course, a continuation of ",SP,Spanish,2017.0,Spring,Spring2017,2016_2017,Elementary Spanish II
1056,3 Credits,SP 0210,SP 0111.,,,,"This course, the first in a two-semester sequence, prepares students to continue the study of language on a more advanced level, and includes review of essential points of grammar, vocabulary building, and regular practice in speaking and writing. The language cultures are explored through a wide variety of materials (literary texts, press articles, films, etc.). Students attend three classes per week and do mandatory online work determined by the instructor.",SP,Spanish,2016.0,Fall,Fall2016,2016_2017,Intermediate Spanish I
1057,3 Credits,SP 0211,SP 0210.,,,LCEL LACS Minor: Elective,"This course, a continuation of ",SP,Spanish,2016.0,Fall,Fall2016,2016_2017,Intermediate Spanish II
1058,3 Credits,SP 0220,SP 0211.,,,,"This course improves proficiency in written and oral expression by focusing on particular topics in Spanish language and culture. Students develop advanced writing and speaking skills while concentrating on grammar, style, and appropriateness. Weekly compositions, based primarily on the genres studied (short story, theater, memoirs, essay) allow students to identify and correct grammatical mistakes. Students present speeches in class and conduct situational dramas such as job interviews, television reporting, courtroom trials, debates in Spanish. Films and various cultural artifacts (comic strips, proverbs, songs) familiarize students with idiomatic Spanish.",SP,Spanish,2016.0,Fall,Fall2016,2016_2017,Topics in Language and Culture
1059,3 Credits,SP 0231B,SP 0220.,,,"BUEL Business Elective, LCEL LACS Minor: Elective, SPME Spanish Major or Minor Elective","This course aims to give post-intermediate students of Spanish a solid foundation of business vocabulary, basic business and cultural concepts, and situational practice that will prepare them to succeed in today's growing Spanish-speaking business world. It will incorporate a wide array of real-life situations and problems that will integrate all four language skills: speaking, reading, writing and listening. One of the main objectives of this course is to turn students into potential professionals by improving their critical thinking and problem-solving skills necessary in today's globalized business world.",SP,Spanish,2016.0,Fall,Fall2016,2016_2017,Career-Oriented Spanish for Business
1060,3 Credits,SP 0231N,SP 0220.,,,"HSTE Health Studies: Traditions, Delivery, and Ethics, LCEL LACS Minor: Elective, SPME Spanish Major or Minor Elective","This to further develop Spanish skills in the four modes: speaking, listening, writing and reading to compliment health, pre-med and nursing studies at a post-intermediate level. In addition to an advanced course in Spanish grammar and vocabulary curated to the health studies needs, we will also explore the following topics through in-class presentations, role play, readings, and authentic texts from the Spanish-speaking world: Cultural competency, Lifespan issues, Bilingual health care systems, Health assessment in Spanish, and Patient teaching. Open to students interested in health professions, pre-med, nursing, etc.",SP,Spanish,2016.0,Fall,Fall2016,2016_2017,Career-Oriented Spanish for Nursing and Health Studies
1061,3 Credits,SP 0245,SP 0220.,,,LCEL LACS Minor: Elective,"The course provides students with the fundamentals of literary analysis in the genres of poetry, narrative, theater, and film. It uses materials from around the Hispanic world to present a broad historical-cultural context for further reading and to sharpen the skills of analysis, argumentation, speaking, and writing. Focused on a literary study whose critical terms derive from the structure of literature itself (plot, scene, shot, verse, etc.), the course includes a survey of the periods of literary history. Students complete critical papers.",SP,Spanish,2016.0,Fall,Fall2016,2016_2017,Analysis and Interpretation of Hispanic Literature
1062,3 Credits,SP 0251,SP 0220.,,,,"This course presents the main currents of Spanish civilization by means of lectures and student participation in written and oral reports. Studies of the geography, history, literature, and fine arts of Spain underscore class discussions.",SP,Spanish,2016.0,Fall,Fall2016,2016_2017,Spanish Civilization and Culture
1063,3 Credits,SP 0253,SP 0220.,,,"LCEL LACS Minor: Elective, LCSC LACS Minor: Spanish Culture and Literature, WDIV World Diversity","This course presents a general view of Spanish-American civilization from pre-Columbian times to the present. Participants study the culture, social history, and politics of Spanish-America through select literary readings, articles, documentaries, films, newspapers, and Internet research. The course includes a special topic covering the globalization in Latin America and its impact in the 21st century. Students complete exams, oral presentations, written papers, and a final paper.",SP,Spanish,2017.0,Spring,Spring2017,2016_2017,Spanish-American Civilization
1064,3 Credits,SP 0271,SP 0220.,,,"LCEL LACS Minor: Elective, LCSC LACS Minor: Spanish Culture and Literature, WDIV World Diversity","This course examines and analyzes film by Spanish and Latin-American directors (BuÃ±uel, Saura, Littin, Sanjines, etc.). Students initially study films as an independent genre using specific structural form as the means of analysis (close-up, soundtrack, frame, etc.). Students then begin to formulate interpretations that move between the formal, technical composition of films and the concrete socio-historic and cultural reality to which each film refers. Course activities include screening of films, discussion of articles that deal with literary theory and analysis of film, and writing short papers.",SP,Spanish,2016.0,Fall,Fall2016,2016_2017,Hispanic Film
1065,3 Credits,SP 0285,SP 0220.,,,,"This course is an introduction to the scientific study of language, with a focus on Spanish. It particularly aims at both the descriptive and applied levels. At the descriptive level, it will focus on the understanding of the mechanisms of the language in various areas: how sounds are articulated and work within a system (phonetics and phonology); how small units with meaning are combined to form words (morphology); how words are combined to form sentences (syntax); how meaning is attached to the different units, and how meaning operates at different levels (semantics). At the applied level, it will also explore topics such as linguistic variation, second language acquisition, bilingualism, and the situation of Spanish in the US. Taught in Spanish.",SP,Spanish,2016.0,Fall,Fall2016,2016_2017,Introduction to Spanish Linguistics
1066,3 Credits,SP 0311,"SP 0220, SP 0245.",,,,"This course studies the most important literary manifestations of the 16th- and 17th-centuries' Golden Age Spanish culture, with emphasis on Cervantes, Tirso de Molina, Lope de Vega, Quevedo, Góngora, and Calderón de la Barca.",SP,Spanish,2017.0,Spring,Spring2017,2016_2017,"Glory, Splendor, and Decay: Spanish Golden Age Literature"
1067,3 Credits,SP 0371,SP 0220 and one additional 200-level Spanish course.,,,"LCEL LACS Minor: Elective, LCSC LACS Minor: Spanish Culture and Literature, WDIV World Diversity","This course examines the vision of Latin American Indians from the first letters of the ""discoverers"" and conquistadores (Colón, Cortés, Bernal Díaz del Castillo), and missionaries (Bartolomé de las Casas) through relevant novels, short stories, and films of the 19th and 20th centuries. To understand the post-discovery vision of the Indians, this course also studies the major pre-Columbian civilization of Mesoamerica and the Andean region. Authors include: Matto de Turner, Icaza, Arguedas, Castellanos, and others. Open to juniors and seniors only.",SP,Spanish,2017.0,Spring,Spring2017,2016_2017,Images of Latin American Indians
1068,3 Credits,SP 0381,,,,LCEL LACS Minor: Elective,"This is the senior capstone, in which every Senior Spanish Major during the spring semester of their senior year, must complete a research paper for the major. The topic varies according to the professor teaching the capstone that semester. Enrollment by permission only.",SP,Spanish,2017.0,Spring,Spring2017,2016_2017,Coordinating Seminar I
1069,3 Credits,SW 0304,CS 0131.,,,ENPC Digital Journalism Production Component,"This course introduces the student to developing applications for use on the World Wide Web. Students learn basic n-tier concepts for designing distributed applications and gain hands on experience through the construction of Web-based applications. The course covers concepts that allow communication over the Web. This includes designing and authoring Web pages, markup languages, the client-side document object model, usability, search engine optimization, and client-side dynamic Web pages.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Web Development
1070,3 Credits,SW 0305,CS 0131.,,,,"This project-oriented course examines the fundamental aspects of mobile computing, application architecture, and mobile application design and development. Students will learn application development on the Android platform. Students will complete a hands-on project building a prototype mobile application. Topics include user interface design and building, input and data handling, and network techniques and GPS and motion sensing. Students are expected to work on a project that produces a professional-quality mobile application. Projects will be deployed in real-world applications.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Mobile Application Development
1071,3 Credits,SW 0314,,,,,"This course covers the structure and technologies of computer networks architecture including cabling, wiring hubs, file servers, bridges, routers, and network interface cards. It discusses network software and hardware configurations protocol stacks and connecting a personal computer to a network. The course examines the OSI-model, TCP/IP protocol, and routing protocols. Students will be able to create a subnet of TCP/IP networks.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Network Concepts
1072,3 Credits,SW 0355,CS 0232.,,,,"This course examines data formats, organizations, representations and structures; design and analysis of searching, sorting, and other algorithms; data management systems; relational database model; domains and relational integrity; structured query language; database design - logical and physical; entity-relationship diagrams; normalization; transaction processing; and database administration.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Database Management Systems
1073,3 Credits,SW 0400,,,,,"This course explores the requirements gathering, system analysis, software design methods and prototyping of software application following the software processes required for the production of high quality software. Techniques for creating documentation and using software development tools will be presented. Students will gain experience in software project management; requirements, analysis, and design; procedural maturity; social, ethical, cultural, and safety issues in software development; interpersonal skills for management and team membership; and the software engineering discernment of systems architecture.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Software Engineering Methods
1074,3 Credits,SW 0401,,,,,"This course is designed to introduce fundamental concepts of object orientation techniques.Through the use of case studies and project work that has the student gradually building a large design specification, students will achieve an understanding of how complex applications are designed and built.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Software Design Methods
1075,3 Credits,SW 0402,,,,,"This course focuses on the steps required to build and maintain relational database infrastructure for modern n-tiered applications. It covers logical and physical design; implementation of the database; the use of the database to meet the informational needs of a software system; and the installation, operation and maintenance of the software. Specific topics include database design, SQL, interacting with the DBMS, backup and recovery of data security. Students perform a number of hands-on exercises using the Oracle Database Server running on the Microsoft Windows platform. This course serves as one of the bridge courses to the MSSE program.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Database Management Systems
1076,3 Credits,SW 0404,,,,,"This course covers the structure and technologies of computer networks architecture including cabling, wiring hubs, file servers, bridges, routers, and network interface cards. It discusses network software and hardware configurations and demonstrates network concepts such as configuring protocol stacks and connecting a personal computer to a network. The course examines the OSI-model, TCP/IP protocol and routing protocols. Student will be able to do subnet of TCP/IP networks.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Network Concepts
1077,3 Credits,SW 0406,,,,ENPC Digital Journalism Production Component,"This course introduces the student to developing browser applications for use on the web. Students learn client side concepts including the display of static information. The course topics include designing and authoring web pages, usability, search engine optimization, markup languages, style sheet, the client side document object model, and making web pages dynamic on the client side.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Web Client Side Development I
1078,3 Credits,SW 0407,,,,,"This course is a study of object oriented software component design. This course introduces object oriented programming and its use in problem solving with abstract data types such as lists, linked lists, stacks, queues, graphs, and trees. This course serves as one of the bridge courses to the MSSE program.",SW,Software Engineering,2017.0,Spring,Spring2017,2016_2017,Java for Programmers
1079,3 Credits,SW 0409,,,,,"This course covers advanced topic of Java programming. Topic covers multithreading, networking, nested references, design patterns, JDBC, persistence, I/O and advanced GUI such as swing. Data structure concepts such as linked list, tree and basic searching and sorting algorithms will be covered. Lab included. ",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Advanced Programming in Java
1080,3 Credits,SW 0416,,,,,"This project-oriented course examines the fundamental aspects of mobile computing, application architecture, and mobile application design and development. Students will learn application development on the Android platform. Students will complete a hands-on project building a prototype mobile application. Topics include user interface design and building, input and data handling, and network techniques and GPS and motion sensing. Students are expected to work on a project that produces a professional-quality mobile application. Projects will be deployed in real-world applications.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Mobile Application Development
1081,3 Credits,SW 0420,SW 0400.,,,,"This course will cover in-depth methods for software testing, reliability and maintenance of software. Students will learn the principles of software testing and how to apply software testing techniques to the development of quality software and how to deploy software systems, maintain, enhance and reuse software systems.",SW,Software Engineering,2017.0,Spring,Spring2017,2016_2017,Software Testing and Maintenance
1082,3 Credits,SW 0448,,,,,"Server Management is a course designed to provide the student with the tools necessary to manage Window Server. The topics include user management, installation and configuration of web server, mail server, FTP server, LDAP and backup and other routine system and network administration.",SW,Software Engineering,2017.0,Spring,Spring2017,2016_2017,Server Management
1083,3 Credits,SW 0461,,,,,"This course introduces the student to the techniques used and capabilities of modern pattern recognition systems with an emphasis on those that can learn and improve their performance as they are used. After a short review of some necessary mathematical concepts (Probability, Stochastic Processes and Vector Spaces), the student is introduced to the problem of representing real-world problems to a system. Selected real world applications are used to show examples of some valid representations (e.g. Speech and Handwriting) to provide insight and experience in the application of recognition systems. Several important recognition engines are then described and analyzed for their effectiveness in recognition/synthesis/learning systems. The use of additional knowledge bases dealing with the problem environment is then introduced to increase system performance and overall recognition system structures are discussed.",SW,Software Engineering,2017.0,Spring,Spring2017,2016_2017,Pattern Recognition
1084,3 Credits,SW 0505,,,,,"This course covers topics in database implementation designed to provide software engineers with a wide variety of server-side problem solving techniques. Topics include cursors, query and index optimization, advanced SQL programming, distributed databases, object-oriented databases, clustering, partitioning, and working with XML and other unstructured data. While Microsoft SQL Server is primarily used for demonstration, the topics covered are applicable to any database platform, and the different approaches of the major database vendors are frequently contrasted. Format consists of lecture and lab. ",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Advanced Database Concepts
1085,3 Credits,SW 0508,,,,,"This course examines the tools, techniques and processes used in the design and development of data warehouses. As such we will examine how to successfully gather structure, analyze, and understand the data to be stored in the data warehouse, discuss techniques for modeling the data in the data warehouse, discuss the ETL process and describe techniques for presenting and analyzing the data in the warehouse. We will also discuss capacity planning and performance monitoring. Microsoft Analysis Services and Sybase ASIQ will be examined as approaches for implementing a data warehouse.",SW,Software Engineering,2016.0,Fall,Fall2016,2016_2017,Data Warehouse Systems
